# x, y, labels, names, probas
12.139885 4.3472223 LAB NDWFS_J142729.2+350729 0.9648911356925964
-4.1968164 6.414984 LAB NDWFS_J142731.4+345022 0.9615958333015442
7.5164886 0.20231745 LAB NDWFS_J142818.7+343947 0.8744308352470398
10.246028 11.106029 LAB NDWFS_J142758.2+343755 0.5795970559120178
-1.6399628 5.9196196 LAB NDWFS_J143020.3+350756 0.966370701789856
-0.56444675 3.438181 LAB NDWFS_J142939.5+350621 0.9819248914718628
-2.6005754 8.301799 LAB NDWFS_J142949.1+350824 0.9765753149986267
12.893262 -4.6991816 LAB NDWFS_J143005.4+350941 0.8682080507278442
-5.4370627 7.2663455 LAB NDWFS_J143019.8+351209 0.9436171054840088
5.935273 -0.6179277 LAB NDWFS_J142835.3+350657 0.8783581256866455
-0.933249 18.174671 LAB NDWFS_J142847.2+350837 0.9741384387016296
-1.9922811 3.4967628 LAB NDWFS_J142824.7+350909 0.9690392017364502
-2.5149364 12.255706 LAB NDWFS_J142832.3+351019 0.96979820728302
11.309089 -3.488283 LAB NDWFS_J142919.1+351058 0.928520917892456
-3.343634 7.083983 LAB NDWFS_J142826.7+351142 0.9753450155258179
1.8993859 3.2416117 LAB NDWFS_J142812.3+350352 0.95757657289505
-3.390742 12.047639 LAB NDWFS_J142739.8+350826 0.9802907705307007
5.4599338 -0.93072015 LAB NDWFS_J142803.7+351307 0.7960128784179688
-3.0960119 14.684552 LAB NDWFS_J143001.6+345150 0.9496244192123413
3.9302971 1.740591 LAB NDWFS_J142956.0+345445 0.9379220604896545
-2.6664906 7.8703637 LAB NDWFS_J142925.3+350057 0.9789748191833496
-1.2950718 15.666347 LAB NDWFS_J142947.0+350021 0.828407883644104
4.5538244 -0.89611036 LAB NDWFS_J142915.1+345234 0.8744780421257019
-2.9007132 2.7978861 LAB NDWFS_J142841.4+345406 0.6946663856506348
-8.709572 -1.0823818 LAB NDWFS_J142900.9+345807 0.28521496057510376
-3.5663066 4.6301107 LAB NDWFS_J142829.8+350040 0.9640299677848816
0.65950614 3.3405128 LAB NDWFS_J142909.7+345948 0.9564775228500366
0.51779765 2.8705256 LAB NDWFS_J142756.2+345112 0.9809762835502625
-4.696378 8.400154 LAB NDWFS_J142822.8+345224 0.9707076549530029
-0.64379734 3.0291357 LAB NDWFS_J142810.1+345225 0.9747714400291443
-1.0333165 10.099904 LAB NDWFS_J142735.2+345502 0.9653914570808411
16.42034 -4.3967295 LAB NDWFS_J142756.9+345704 0.35778599977493286
-3.3161426 9.273016 LAB NDWFS_J142750.5+345724 0.9803876876831055
-3.4830337 6.1606045 LAB NDWFS_J142801.2+345932 0.9813071489334106
-1.5816672 17.56782 LAB NDWFS_J142953.3+345023 0.9590836763381958
-5.032825 7.2060666 LAB NDWFS_J142844.2+344146 0.9670892953872681
-3.5497713 5.9275117 LAB NDWFS_J142834.9+344230 0.9552234411239624
-3.6108015 5.5260797 LAB NDWFS_J142846.3+344613 0.9793868660926819
-2.2782922 6.5325456 LAB NDWFS_J142755.4+343942 0.955349862575531
-3.057533 7.692601 LAB NDWFS_J142746.1+344023 0.9634813070297241
-0.7206865 17.073084 LAB NDWFS_J142800.3+344114 0.9674006700515747
-1.4217601 4.527261 LAB NDWFS_J142743.8+344335 0.9722310900688171
-2.2344584 15.158537 LAB NDWFS_J142733.6+344612 0.9648088812828064
-1.6845742 8.342509 LAB NDWFS_J142815.2+345046 0.9680303335189819
2.3557045 3.6356525 LAB NDWFS_J142924.7+351422 0.9790292978286743
